name,ans
Meghan Markle,1
Michael Gove,0
Michael Hasenstab,0
Michael Sherwin）,0
Milford Bateman,0
Moltke ,0
Nathan Green,1
Nazanin Zhagari,1
Nikesh Arora,0
Patrick Shyu,0
Peter Fankhauser,1
Peter Navarro,1
PewDiePie,0
PewDiePie ,0
Pookie,1
Pookie ,1
Prince Harry,1
Qin Chen,1
Ratcliffe,0
Ray Mays,1
Ritesh Agarwal,1
Ron Johnson,1
Roy Altman,0
Scott Forstall,0
Scott Morrison）,0
Shobhit Gupta,1
Sineenat Wongvajirapakdi,0
Sri ,0
Steve Dickson,0
Steve Jobs,0
Terry,0
Thomas Markle,0
Tim Cook,0
Twitter,0
Valentino,1
Vincent Bourdarie,0
William Taylor,0
Women Who Lead: Entrepreneurs and Founders,0
Yujing Zhang,0
Zaha Hadid,1
facebook,0
  方儉,0
　辰,0
。文,0
。澤連斯基,0
。著,0
丁偉杰,1
丁原偉,1
三木谷浩史,0
中信昌,1
中大今早,1
丹尼爾 ,0
主莉婭,0
九巴,0
亞歷塞維奇,0
亞當．史密斯,0
亨特,0
享鴻,0
任,0
伊巴謙莫域,0
伊斯蘭,1
伊莉莎白二世,1
伊藤,0
伊藤詩織,1
伍德沃德,0
伍政山,1
伍男,0
伽坦 ‧ 賽加爾,0
伽坦．賽加爾,0
佑鈞,0
何,0
何君堯,1
何君柱,1
何壽川,1
何姵嬅,1
何建明,1
何思因,1
何慶生,1
何明諠,1
何杲,0
何松澤,1
何桂藍,1
何梓聰,1
何淑芬,1
何潤勝,1
余俊亮,1
佩洛西,0
侯友宜,1
侯秀琴,1
侯西峰,1
俊,0
保寧,0
倫德斯塔,0
傅文芳,1
傅達仁,1
傑克森洞,1
優盛,1
兆良,0
光群雷,1
克林頓,1
克羅伊,0
克里斯·墨菲,0
凌嘉科,1
凌嘉科假,1
凱德唐,0
判賴,0
判賴素如,0
利安德．卡尼,0
劉,0
劉世怡,1
劉世芳,1
劉先雯,1
劉大任,1
劉女,0
劉女子,0
劉子千,1
劉學愚,1
劉宥彤,1
劉家昌,1
劉少,0
劉建國,1
劉強東,1
劉彥良,1
劉志堅,1
劉志攻,1
劉應,0
劉文瑜,1
劉有期,1
劉未,0
劉柏祺,1
劉玠廷,1
劉珍琳,1
劉皇發,1
劉矢口,1
劉耀勻,1
劉開戶,0
劉陽,0
劉鳴煒,1
劉鶴,1
劉，林,0
加比爾捷西斯,0
加藤鷹,0
努欽,0
勞保達,0
勢俊,0
匿名,0
卓別林,1
卓永財,1
南山壽,0
卡娜赫拉,1
卡尼,0
卡瓦諾,0
卡麥隆,0
友秀,0
友霸凌,0
古叡,0
古普塔,0
古荺古叡,0
古金水,0
可見玖地,0
台北,0
台北法,0
史坦利,0
史欽泰,1
史維,0
史考特．福斯托,0
史蒂夫．賈伯斯,0
史達林,1
后位,0
君鴻,0
吳,0
吳佩慈,1
吳偉正,1
吳先,0
吳再,0
吳哲瑋,1
吳國昌,1
吳基培,1
吳孝昌,1
吳宏謀,1
吳宗憲,1
吳宗榮,1
吳思瑤,1
吳懷中,1
吳承霖,1
吳政峰,1
吳政忠,1
吳政穆,1
吳敏求,1
吳晉安,1
吳東義,1
吳樹培,1
吳欣盈,1
吳涉,0
吳澤成,1
吳男,0
吳知山,1
吳薌薌,1
吳長愷,1
呂,0
呂丹嵐,1
呂太郎,0
呂宗明,1
呂男,0
呂男門崖,0
呂秉權,1
周,0
周一凌晨,0
周依,1
周員,0
周四復課,0
周家明,1
周少,1
周少。,0
周少才,1
周少約,1
周恩來,1
周挾法,0
周文偉,1
周文森,1
周梓樂,1
周榮華,1
周永暉,1
周湯豪,1
周漢祥,1
周男,0
周科大,1
周裕隆,1
周迅,1
周道,0
周錫瑋,1
哈利,0
哈利卡尼,0
哈森泰博,0
哈馬比,0
哥吉拉,0
哥迪奧拿,0
唐娜‧費瑟,1
唐娜．費瑟,1
唐玥,0
唐璽,0
喬山,0
嘉檢,0
嘉院聰家親,1
嘩集拉隆,0
嚴凱泰,1
嚴德發,1
嚴陳莉蓮,1
國峻,0
國昌,0
國民 ,1
埃爾多安,0
城仔,0
基利,0
墨索里尼,0
夏,0
夏姿,0
夏志誠,1
夏普,0
夏立言,1
大愷,0
大衛米利班德,0
大銀,0
奈江,0
奧巴馬,0
奧羅拉,0
姆欽,0
姚一葦,0
姚岳宏,1
姚思榮,1
姚爺,0
姚量議,1
姜韻梅,1
威廉勒布吉歐,1
孟晚舟,1
孟瑋,1
孟許,0
季辛吉,1
孫,0
孫丁,0
孫于珊,1
孫嘉明,1
孫瑒,0
孫至賢,1
孫運璿,1
安倍晉三,0
安力,0
安室,0
安室奈美惠,1
安德魯,0
安永,1
宋楚瑜,1
宣明智,1
密索里,0
寧旻,1
寶貝金孫,0
尉天驄,0
小芳,0
小英,0
小蕊蕊,1
尤薩,0
尹崇堯,1
尹柏光,1
尹衍樑,1
尼克森,0
尼爾森斯,0
山口,0
山口敬,0
岡拉克,0
峰,0
峰),1
崔世安,1
崔明禮,1
川,0
川普,0
川普威脅,0
川普捎,0
川普推文,0
川普普,0
川村湊,0
巴布狄倫,0
巴爾托克,0
巴菲特,0
巴裔漢,0
布林,0
希夫,0
希特勒,0
庫什納,0
庫克,0
康控 KY,1
康達智,1
廖,0
廖哲宏,1
廖學茂,1
廖建鈞,1
廖清輝,1
廖男,0
廖芳萱,1
廖英熙,1
廖金港,1
廖長江,1
廖雪茹,1
廖順慶,1
廣昌閣,1
廣美,0
弗札克,0
弘憶股,1
張,0
張、呂,0
張不滿,1
張五岳,1
張亞瑋,1
張傳章,1
張元賓,1
張兆志,1
張克士,1
張克士力,1
張再持,1
張力,1
張勝原,1
張善政,1
張嘉敏,1
張國榮,1
張孝全,1
張安平,1
張官,0
張家人,0
張寫,0
張徒手,0
張忠謀,1
張慶輝,1
張才,1
張承平,1
張振肇,1
張敏鈺,1
張文川,1
張斯綱,1
張景森,1
張曉明,1
張榮發,1
張欽堯,1
張潔宜,1
張玉婧,1
張瑞明,1
張瑞楨,1
張男,0
張登文,1
張菱育,1
張賢素,1
張達明,1
張達隆,1
張銘坤,1
張靜貞,1
張麗善,1
強尼．艾夫,0
強森,0
強生,0
彩虹,0
彭博巴克萊,0
彭毅詩,0
徐,0
徐仲榮,1
徐千洋,1
徐志明,1
徐懷鈺,1
徐曉華,1
徐章國,1
徐聖倫,1
德娜,0
德希莉,1
德拉吉,0
德斯塔,0
德琪,1
惟川普,0
愛山林,1
愛德華．波克,0
憲哥,0
應采兒,1
戈夫,0
戎祥,0
戴,0
戴桑,0
戴正吳,0
戴淑芬,1
戴立忍,1
戴翁,0
戴誠志,1
戴高樂,0
扁,0
扎克哈里,0
拉加德,0
拉威爾,1
拜登,0
指王,0
振瑞,1
推特發文,0
提姆．庫克,0
摩帥,0
摩根,0
摩連奴,0
故家欣,1
敖博勝,1
文在寅,1
斯蒂芬·米勒,0
斯馬克爾,0
方俐婷,1
方國珊,1
方振仁,1
方榮熙,1
施,0
施瓊華,1
施逸翔,1
旺宏,1
旺宏 ,1
昇植,0
昇達科,1
易綱,0
春明,1
昱泉,0
昱盛,0
晏陽,0
普京,0
普塔,0
晶焱,1
晶華,1
曉萍,1
曹國,0
曹耀文,1
曹興誠,1
曾,0
曾國城,1
曾國財,1
曾山,1
曾建林,1
曾志健,1
曾文生,1
曾梓洋,1
曾銘宗,1
曾馨瑩,1
月娥,1
札哈．哈蒂,0
札農,0
朱,0
朱仁才,1
朱凱恒,1
朱利安尼,1
朱哲民,1
朱國榮,1
朱國珍,1
朱天心,1
朱天文,1
朱女,0
朱女手,0
朱恭訓,1
朱成志,1
朱永德,1
朱男,0
朱立倫,1
朱立南,1
李,0
李世光,1
李世新,1
李亞鵬,1
李佳玲,1
李佳芬,1
李健,0
李傲然,1
李傳毅,1
李元勇,1
李先傳,0
李全盤,1
李喬智,1
李士綸,1
李奕翰,1
李婉鈺,1
李婦憤,0
李宏基,1
李宏基案,1
李宗熹,1
李宛霞,1
李家弘,1
李家茂,1
李家超,1
李建文,1
李彥宏,1
李忠憲,1
李思賢,1
李應,0
李承翰,1
李文潔,1
李日順,1
李柱銘,1
李欣翰,1
李欣芳,1
李焰彰,1
李男,0
李福恩,1
李秀利,1
李秉承,1
李立法,1
李育英,1
李蓬,0
李訓成,1
李謀陽,0
李遠智,1
李錫璋,1
李雅,1
李麗華,1
李麥克,0
杜,0
杜珮瑜,1
杜英宗,1
杭特,0
東隆興,1
板橋,0
林,0
林以婕,1
林佳龍,1
林信義,1
林健男,1
林全,1
林再,0
林冠任,1
林冠英,1
林則,0
林勇任,1
林千,1
林千又,1
林卓廷,1
林奕華,1
林姿菁,1
林寶水,1
林幸蓉,1
林廣哲,1
林建男,1
林志玲,1
林志聰,1
林意展,1
林文淵,1
林明儒,1
林明裕,1
林昱伯,1
林楷濱,1
林沛君,1
林海峰,1
林淑如,1
林淵輝,1
林湘芸,1
林湧,1
林煒智,1
林煜傑,1
林玉彬,1
林男,0
林睿耆,1
林秋炭,1
林素卿,1
林美音,1
林育賢,1
林至逸,1
林裕傑,1
林裕豐,1
林詩孟,1
林讓均,1
林郁方,1
林鄭月娥,1
林金穗,1
林陸,0
林靜儀,1
林鼎超,1
柏原崇,1
查顯良,1
柯,0
柯南中,1
柯嚴淳,1
柯怡伶,1
柯文哲,1
柯衣紹,0
柯賜海,1
柳傳志,1
栗戰書,0
格蘭特·沙普斯,0
格蘭迪,1
格雷厄姆,0
桑德斯,0
桑德蘭,0
桑柏格,0
梁,0
梁君彥,1
梁啟智,1
梁振英,1
梁柱,0
梁煥敏,1
梁美芬,1
梁靜茹,1
梁鵬威,1
梅伊,0
梅努欽,0
梅斯發 email ,0
梅根,0
梅根馬克爾,0
森,0
楊,0
楊丁元,1
楊世光,1
楊世瑞,1
楊俊鴻,1
楊傳廣,1
楊元慶,1
楊嘉仁,1
楊國文,1
楊天生,1
楊宗緯,1
楊德昌,1
楊念祖,1
楊振通,1
楊敬熙,1
楊有,1
楊正平,1
楊潔篪,1
楊玠青,1
楊祐寧,1
楊育民,1
榮,0
樂樂,1
樺壹,0
樺漢,0
欽泰,0
歐弟,0
歐文,0
歐江安,1
歐鴻鍊,1
武傑,1
段崇智,1
毛澤東,1
水野美紀,1
永井,0
永井啟,1
永井啟之,1
江,0
江惠真,1
江東原,0
江永祥,1
汪妲,0
汪志冰,1
汪惠南,1
汪英達,1
沈子勝,1
沈從文,1
沈榮津,1
沈男,0
沈矢口,1
沈祖堯,1
沈繼昌,1
沈萬鈞,1
沙丁魚,1
沙田,0
沙田大,1
波特王,0
泰勒,0
泰山詹,0
洪,0
洪偉淦,1
洪幼齡,1
洪明基,1
洪正義,1
洪燦坤,1
洪男,0
洪綾襄,1
洪臣宏,1
洪詠善,1
洪進揚,1
洪金塗,1
洪金寶,1
洪銘憲,1
洪鏗評,1
洪龍珠,1
浙江衛視,1
浩鼎(,1
港,0
游,0
游凱勝,1
游素冠,1
湘竹,0
湯,0
湯佳,0
湯湘竹,1
湯瑪斯馬克爾,0
湯男,0
湯興漢,1
湯豪,0
溫于德,1
滕坦言,0
滕從無,1
滕錦光,1
潘,0
潘文忠,1
潘文淵,1
潘達培,1
澤連斯基,0
濱川,0
烏,0
烏克蘭門,1
焦佑鈞,1
焦廷標,1
焦熙昌,1
燦星旅,0
特朗普,0
特麗·塞維爾,1
狄亞,0
獲華,0
玉婧,1
王,0
王世堅,1
王俊忠,1
王冠仁,1
王因,0
王國勝,1
王均,0
王宇承,1
王宇正,1
王定傳,1
王宣晴,1
王志超,1
王惠美,1
王捷,1
王春堎,1
王智民,1
王朝平,1
王梅,1
王榮發,1
王毅,1
王毓雅,1
王永慶,1
王為,0
王益洲,1
王禹婕,1
王立昇,1
王菲,1
王菲高調,1
王詠心,1
王貴妃,1
王貴妃詩尼娜,1
王金平,1
王鈞,0
王錫欽,1
王麗雅,1
王龍,0
玖地,0
瑜,0
瑜伽師,1
瑞奇馬丁,0
瑟斯特,0
瑪斯馬克爾,0
瑪法達,1
瑪麗亞,1
甄珍,0
甘庚伯,0
發生明,0
白富美,0
白岩鬆,0
白岩鬆海,0
白雪公主,0
皮亞瓦,0
盧俊宇,1
盧卡斯,0
盧家培,1
盧翊銘,1
盼蔡,0
真央,0
矢志,0
石崇良,1
石木欽,0
石木欽一,0
石百達,0
石黑一雄,0
碧玲,1
祁文中,1
神隱,0
福克斯,1
福斯托,0
福爾摩沙,0
禾馨,1
秀彬,1
秉燦,0
科大生,0
科豪森,0
秦,0
秦儷舫,1
竇唯,1
竇唯和,1
竇靖童,1
立雄,1
立馬朝,0
章立衡,1
章青駒,1
童仲彥,1
童貝爾,0
管碧玲,1
米倫伯格,0
米娜,1
米娜周二,1
紀政,0
紀曉波,1
約翰·梅森·庫克,0
約翰遜,1
納德勒,0
納瓦羅,0
紐約分行 Williams,0
紘平,0
紘慶,0
紘生,0
索科洛夫,0
索賓諾,0
羅,0
羅一鈞,1
羅塞洛,0
羅斯 (Wilbur Ross,1
羅栩亮,1
羅欣貞,1
羅氏,0
羅瑞榮,1
羅秉成,1
羅長清,1
羅雅薰,1
羅麗芬,1
羅鼎誠,1
美麗諾綿,0
翁啟惠,1
翁茂鍾,1
習近平,1
耀登,0
聰哥,0
聶德權,1
肯特（George Kent,0
胡,0
胡兵,0
胡定華,1
舉防,0
舒默,0
舒默敦,0
艾伯托,0
艾宏思,1
艾柏托,0
艾柏托 ,0
艾比伊,0
艾爾,0
艾瑪·考瑟斯特,1
艾米·基利,1
花敬群,1
若,0
英熙,1
茂宇,1
茂豐,0
范巽綠,0
范振鴻,1
范瑋琪,1
范雲,0
莊,0
莊惠莉,1
莊琇媛,1
莊貽量,1
莒光日,1
莫斯廷,0
莫海迪．柯弗,1
莫里森,0
華倫,0
華大夫,0
華益慰,1
菲利普,0
萊特希澤,0
萊特海澤,0
萬兆豐,1
萬幼筠,1
萬榮富,1
葉,0
葉佳怡,1
葉倫,1
葉劉淑儀,1
葉國吏,1
葉大慧,1
葉女,0
葉宇真,1
葉建源,1
葉政彥,1
葉文忠,1
葉梅利揚．布勞德,1
葉沛杰,1
葉美麗,1
葉良超,1
葉覆鹿,0
葉進耀,1
葉阿青,1
葛林,0
葛林斯潘,1
葛珮帆,1
董景翔,1
蓋兒．加朵,0
蓋豪華,0
蔡,0
蔡依林,1
蔡信章,1
蔡健雅,1
蔡力行,1
蔡女,0
蔡孟裕,1
蔡岳勳,1
蔡崇隆,1
蔡彰盛,1
蔡思庭,1
蔡政府,1
蔡文娟,1
蔡燕明,1
蔡玉莉,1
蔡琪銘,1
蔡英俊,1
蔡英文,1
蔡茂寅,1
蔡詩萍,1
蔡連任,1
蔡開宇,1
蔡雅瀅,1
蔣中正,1
蔣靖雯,1
蕭,0
蕭世嘉,1
蕭博文,1
蕭女,0
蕭惠中,1
蕭旭岑,1
蕭閔云,1
薩克達,0
薩塞克斯,0
薩諾斯,0
藍籌中,0
藤森,0
蘇,0
蘇偉倫,1
蘇建榮,1
蘇怡寧,1
蘇泰安,1
蘇珊．佛沃,1
蘇英卿,1
蘇貞昌,1
蘇起,0
蘇震清,1
衞炳江,1
袁惟仁,1
袁桂笙,1
袁浩程,1
裴偉,1
託前夫,0
許,0
許允樂,1
許凱迪,1
許娃蒂,0
許安進,1
許宗力,1
許德田,1
許惟棟,1
許毓仁,1
許芝琦,1
許銘春,1
許長裕,1
詩尼娜,1
詹信夫,0
詹皓晴,1
詹舜淇,1
詹詠然,1
詹逸宏,1
詹雅琳,1
詹雯婷,1
詹騏瑋,1
諾曼,0
謝佳伶,1
謝和弦,1
謝嘉興,1
謝宗霖,1
謝宥宏,1
謝忻,0
謝振中,1
謝文,0
謝沙崙,1
謝芝朕,1
謝蓮,0
謝蓮 ,0
謝金河,1
謝霆鋒,1
謝鴻捷,1
譚文豪,1
譚耀宗,1
護夫,0
谷口英男,0
貝斯美德,0
貝特曼,1
費南德茲,0
賀陳弘,0
賈伯斯,0
賈蘭維,0
賈靜雯,1
賴俊吉,1
賴正鎰,1
賴清德,1
賴素如,1
賴麗團,1
賽西,0
趙元,0
趙元同,1
趙建民,1
趙春山,1
輝家俊,1
辛格里斯,0
辜啟允,1
辜成允,1
辜振甫,1
辰亦儒,1
迪克森,0
連勝文,1
達志影像,1
達洛,0
達洛許,0
達芙妮,1
達里歐,0
邱,0
邱吉爾,0
邱奕嘉,1
邱彥雄,1
邱瑞理,1
邱美玲,1
邱顯智,1
郁,0
郁方,0
郝明義,1
郡宏,0
郭,0
郭倍廷,1
郭列為,0
郭台銘,0
郭否,0
郭坤岳,0
郭守善,1
郭守正,1
郭宏興,1
郭承翔,1
郭收,0
郭收受,0
郭政權,1
郭文東,1
郭明錤,1
郭曉如,1
郭曉玲,1
郭月秀,1
郭柯王,0
郭榮鏗,1
郭欠稅,0
郭添貴,1
郭董,0
郭說明,1
郭辦,0
郭雅雯,1
鄒庚辛,0
鄒敘,0
鄧仙來,1
鄧家基,1
鄧惠文,1
鄧振強,1
鄧肯,0
鄭,0
鄭太,0
鄭女,0
鄭子峰,1
鄭富雄,1
鄭月娥,1
鄭浩劍,1
鄭秀玲,1
鄭若驊,1
鄭雅,1
鄺曉斌,1
野村,0
金,0
金伯爾 ,0
金星皇后,1
金水,0
金河,0
鈕承澤,1
鈺太,0
銘威,0
錢,0
錢利忠,1
錢大康,1
錢雅卓,1
錢雋永,1
鍾,0
鍾仁,1
鍾仁來,1
鍾仁大三,1
鍾仁才,1
鍾嘉村,0
鍾增林,1
鍾孟宏,1
鍾文史,1
鍾董,0
鐘山,0
長興,0
關公,1
阮,0
阮女,0
阿傑,1
阿加瓦爾,0
阿古路,0
阿契,0
阿婷,1
阿扁,0
阿格力,1
阿水,0
阿特曼,1
阿翔,0
阿銘,0
阿雅,0
阿飛,0
陳,0
陳亭妃,1
陳仕修,1
陳以文,1
陳伯榕,1
陳佑俊,1
陳佩琪,1
陳俊松,1
陳倒戈,0
陳偉霆,1
陳其邁,1
陳冠宇,1
陳功源,1
陳勤,1
陳即賴,0
陳可培,1
陳吉仲,1
陳向,0
陳嘉文,1
陳國榮,1
陳坦承,1
陳壁程,1
陳奕釗,1
陳姓部,0
陳嫌,0
陳宏宗,1
陳宗彥,1
陳家祥,1
陳小春,1
陳展浚,1
陳師孟,1
陳建中,1
陳建仁,1
陳弘坦,1
陳彥名,1
陳慧明,1
陳慰慈,1
陳應耀,1
陳揚宗,1
陳映璇,1
陳智思,1
陳有意,1
陳木柱,1
陳某,0
陳栢青,1
陳武傑,1
陳武騰,1
陳毀約,0
陳水扁,1
陳沖,0
陳沛然,1
陳淑貞,1
陳清江,1
陳漢典,1
陳漱涵,1
陳澤信,1
陳玟叡,1
陳瑞嘉,1
陳瑞芳,1
陳瑞騰,1
陳瑤,1
陳男,0
陳秀子,1
陳芳語,1
陳茂波,1
陳莉蓮,1
陳菊,1
陳豐德,1
陳辭，,0
陳連春,1
陳運作,1
陳雕文,1
陳雨露,1
陳雪,1
陳雪比阿飛,1
陳韻雯,1
陶喆,1
陸元琪,1
雙美,0
雲婉如,1
雷俊玲,1
雷軍,1
雷．梅斯,0
青番公,0
韓,0
韓勢,0
韓國瑜,1
韓正,0
順某,0
顏,0
顏嘉男,1
顏學復,1
顏承暉,1
顧立雄,1
餘史達寧,1
馬,0
馬丁,0
馬克里,0
馬列斯,0
馬利歐,0
馬化騰,0
馬可波羅,1
馬圭爾,0
馬妞,0
馬治雲,1
馬爾羅,0
馬維欣,1
馬英九,0
馬蕭蕭,1
馬里安諾,0
馬里安諾雷歐塔,0
馬雲,0
馬雲盛,1
駱錦明,1
高以翔,1
高兆良,1
高澤廣志,1
高華柱,1
魏君婷,1
魏啟林,1
魏德聖,1
魯少綸,0
魯迅,0
鮑威爾,0
鮑威爾 ,0
鮑建信,1
鮑爾,0
鮑里斯,0
鮑里斯．強森,0
鴻夏,0
鴻海,0
麥,0
麥凱茵,1
麥卡錫,1
麥可傑克森,1
麥可．哈森泰博,0
麥唐諾,0
麥福達,1
麥美娟,1
黃,0
黃不滿,1
黃世銘,1
黃世陽,1
黃伯川,1
黃光熙,1
黃克翔,1
黃再,0
黃卓瑩,1
黃員,0
黃啟訓,1
黃國峻,1
黃國昌,1
黃國珍,1
黃培直,1
黃士修,1
黃天牧,1
黃奇帆,1
黃奎博,1
黃子欽,1
黃建智,1
黃志明,1
黃振榮,1
黃捷,0
黃文鴻,1
黃春明,1
黃昱中,1
黃景瑜,1
黃梅雪,1
黃歲,0
黃泳學,1
黃淑娥,1
黃清俊,1
黃瀞瑩,1
黃炳鈞,1
黃煒哲,1
黃玉霖,1
黃男,0
黃男無,1
黃皙瑛,1
黃秋蓮,1
黃紅霞,1
黃維盛,1
黃美玲,1
黃聲儀,1
黃肇雄,1
黃舒衛,1
黃虹霞,1
黃詠榆,1
黃贇瑾,1
黃郁萍,1
黃顯雄,1
黃馨儀,1
黃魯蛋,0
黃鳳祈,1
黃，黃,0
龍,0
龍男,0
龍縯,0
龔明鑫,1
，三舅,0
，矢志,0
，莊,0
