name,ans
沙田大,1
沙蒙,0
波爾,0
泰王,1
洛施,0
洪,0
洪丞俊,1
洪介紹,1
洪勝明,1
洪明基,1
洪正今,1
洪母,0
洪美秀,1
洪金寶,1
洪麗惠,1
派伊 ,0
浩鼎(,1
浮誇帝,0
海英俊,1
游,0
游安順,1
游建烽,1
游美雲,1
游雅茹,1
湯蕙禎,1
溫于德,1
漢森,0
漢森推特,0
潘,0
潘翠雪,1
潘良榮,1
潘錫將,1
澤友,0
澤連斯基,0
燦坤,0
燦星,1
牟中瑜,1
特朗普,0
獲華,0
玉山卡,0
王,0
王KAI,0
王俊華,1
王卓鈞,1
王宇,1
王峻祺,1
王延順,1
王心凌,1
王才,1
王敏玲,1
王春甡,1
王智耀,1
王本名,0
王東政,1
王柏森,1
王業立,1
王浩,1
王淑靜,1
王清風,1
王立強,1
王聖光,1
王詠心,1
王鈞,0
王錦木,1
王開明,1
王陽明,1
王隆昌,1
理查‧布蘭森,0
琳達·萊瑟威爾,1
瑜,0
瑞凱,0
瓦茲蓋斯,0
田亞霍,1
田慶誠,1
田羽安,1
申鼎籛,1
畢鈞輝,1
白,0
白岩鬆,0
白岩鬆海,0
白金蕾,0
盧,0
盧小慧,1
盧永祥,1
盧秀燕,1
盧翊銘,1
眾志,0
石崇良,1
祈耀年,1
祖克伯,0
祥禾,1
福佑,0
福生,0
科沃 ,0
穆倫伯格,0
穆迪,0
簡,0
簡裘裘,0
簡錫堦,1
米勒,0
紀,0
紀女,0
紀雅玲,1
約翰遜,1
紅,0
紅圈處,0
納布亞,0
納德勒,0
納瓦羅,0
納瓦羅 ,0
紗榮子,1
維基百科截,1
練台生,0
羅,0
羅世蔚,1
羅塞洛,0
羅斯 (Wilbur Ross,1
羅智強,1
羅濟淇,1
羅男,0
羅致光,1
群翊,0
翁,0
翁利芳,1
翁子涵,1
翁日子,0
翁瑞凱,1
習近平,1
翔輝,0
翔輝成,1
老劉,0
聖暉,0
聚陽,0
肯‧帝拉傑‧翁普亞潘,0
肯尼薛士尼,0
胡兵,0
胡永芬,1
胡睿兒,1
舒伯特,0
艾伯托,0
艾伯托 ,0
艾柏托,0
艾比蓋兒,0
艾蜜莉,0
芮妮,0
芮妮齊薇格,1
花村實,0
花長春,1
苗博雅,1
苦苓,0
英九,0
茂丞,0
茂宇,1
茂豐,0
范,0
范寧,1
范志,1
范志強,1
范振鴻,1
范無罪,0
范筱梵,1
范筱梵夫,1
范雲,0
茱蒂,0
茱蒂嘉蘭,0
莊,0
莊少杰 ,1
莊智淵,1
莊益增,1
莊秉哲,1
莊耀銘,1
莎莎,0
莫迪,0
莫里森,0
華大夫,0
華春瑩,1
華益慰,1
菲利普,0
葉,0
葉凝芝,1
葉君璋,1
葉國,0
葉樂天,1
葉美麗,1
葉良超,1
葉鯤璟,1
葉鯤璟今,1
葉麗珍,1
葉麗貞,1
葛林斯班,1
葡眾,0
董仲珍,1
董戴盛世,1
蒂妲史雲頓,0
蒲念慈,1
蔡,0
蔡一偉,1
蔡依林,1
蔡依玲,1
蔡國新,1
蔡壁如,1
蔡孟裕,1
蔡岳勳,1
蔡彩貞,1
蔡彩貞取年,1
蔡彰盛,1
蔡思庭,1
蔡承儒,1
蔡昌憲,1
蔡明亮,1
蔡正元,1
蔡瑩潔,1
蔡男,0
蔡維峻,1
蔡英文,1
蔡茂禎,1
蔡謀賦,1
蔡賜爵,1
蔡賴,0
蔡賴Q,1
蔡雅瀅,1
蔡馨,1
蔡麗玲,1
蔣,0
蔣乃辛,1
蔣根煌,1
蔣萬安,1
蕭巴士,0
蕭惠中,1
蕭澤頤,1
薛丁格,1
薩迦,0
藍大衛,1
藍志明,1
藍蔚文,1
藍鈞天,1
蘇,0
蘇俊榮,1
蘇偉信,1
蘇宏達,1
蘇富比,1
蘇男,0
蘇貞昌,1
蘇震清,1
袁惟仁,1
袁昶平,1
裴隆,0
褚志崧,1
覃漢,0
許,0
許凱迪,1
許國楨,1
許展溢,1
許文章,1
許文龍,1
許智清,1
許玉秀,1
許祈文,1
許銘春,1
許雅鈞,1
詹,0
詹付家,0
詹克團,0
詹共,0
詹女,0
詹姆斯龐德,0
詹孟恭,1
詹提早,0
詹政衛,1
詹昭書,1
詹益樺,1
詹稚凱,0
諾曼,0
諾諾,0
謝,0
謝世謙,1
謝介裕,1
謝佳伶,1
謝宗霖,1
謝忻,0
謝玉琳,1
謝男游,0
謝秀賢,1
謝維正　佐臻,1
謝金河,1
謝金賢,1
謝鴻捷,1
謝龍介,1
譚,0
豪股,0
費南德茲 ,0
賀一航,0
賢賢,1
賴以琳,1
賴士葆,1
賴如芬,1
賴弘國,1
賴忠瑋,1
賴昇楷,1
賴海哲,1
賴清德,1
賴賢賢,1
賴香伶,1
賴麗團,1
賽靈思,1
赧男,0
赫克爾,1
趙,0
趙亮鎬,1
趙無極,0
趙筱葳,1
趙鈞震,1
車潤秋,1
辛祖,0
辰亦儒,1
迪士尼,0
迪斯（Herbert Diess,0
連千毅,1
連斐璠,1
連泰銘,1
連竹科,1
達志,0
達比修,0
達賴喇嘛,0
邢健,0
邱,0
邱于芸,1
邱奕翔,1
邱義仁,1
邱花妹,0
邱騰華,1
邵家臻,1
邵昕,0
郝明義,1
郡宏,0
郭,0
郭世賢,1
郭台銘,0
郭安家,1
郭家揚,1
郭捷安,1
郭正亮,1
郭泓志,1
郭瓊茹,1
郭男,0
郭男平,1
郭羿廷,1
郭董,0
郭雅雯,1
鄒,0
鄧,0
鄧不利,0
鄧文聰,1
鄧炳強,1
鄧麗君,1
鄭,0
鄭人碩,1
鄭佳村,1
鄭南榕,1
鄭怡靜,1
鄭文堂,1
鄭文燦,1
鄭新禾,1
鄭月娥,1
鄭有傑,1
鄭松森,1
鄭永春,1
鄭淑婷,1
鄭男,0
鄭舒秦,1
鄭雅,1
鄺,0
鈕承澤,1
鈞寶,0
鈺太,0
鉅亨,0
錢三友,0
錢利忠,1
錢大衛,1
錢木源,1
鍾,0
鍾俊元,1
鍾孟宏,1
鍾文生,1
鍾欣潼,1
鍾男,0
鍾育霖,1
鍾騏,0
闕志克,0
阿伯許,0
阿嬌,0
阿根廷,0
阿格力,1
阿比查邦,0
阿翔,0
阿輝,0
阿里,0
陳,0
陳XX,0
陳世恒,1
陳之漢,1
陳令軒,1
陳以文,1
陳俊佑,1
陳俊松,1
陳偉霆,1
陳其南,1
陳其邁,1
陳勢安,1
陳啟祥,1
陳壁程,1
陳如君,1
陳婦,0
陳婦母子,0
陳季函,1
陳守仁,1
陳宏達,1
陳定泰,1
陳建安,1
陳志全,1
陳志明,1
陳忠森,1
陳慰慈,1
陳抗,0
陳文山,1
陳文成,1
陳文琦,1
陳文輝,1
陳昆明,1
陳明助,1
陳正祺,1
陳武傑,1
陳水扁,1
陳泰銘,1
陳淑貞,1
陳清裕,1
陳瑞嘉,1
陳男,0
陳發貴,1
陳益單,1
陳立人,1
陳紹誠,1
陳耀東,1
陳聖中,1
陳肅,0
陳致銘,1
陳舊,0
陳莉蓮,1
陳虹秀,1
陳裕鑫,1
陳詐欺,0
陳豐德,1
陳進財,1
陳重銘,1
陳雪甄,1
陳韋霖,1
陳麗珍,1
陶冬,1
陶輝,0
陸元琪,1
陸志豪,1
雍智,1
雍智科,1
雙美,0
雷,0
雷仲達,1
雷光涵,1
雷姆,0
雷明燈,1
雷詩韻,1
雷諾,0
霍華德,0
青瓦台,1
靚次伯,0
韓,0
韓國瑜,1
顏銘緯,1
顧立雄,1
飛雅特克萊斯勒,0
馬,0
馬丘,0
馬克里 ,0
馬和黃,0
馬庫斯．雷姆,0
馬庭訊,1
馬維廷,0
馬維建,1
馬英九,0
馬還,0
馬錦明,1
馬陳瑞喜,1
馬雲,0
馬龍,0
馬，馬,0
馮新平,1
高以翔,1
高嘉隆,1
高樹國,1
高燦鳴,1
高虹安,1
魏一駿,0
魏哲家,1
魏啟林,1
魏家祥,1
魏廣,0
魏江霖,1
魏瑾筠,1
魯伯特古爾德,0
鮑威爾 ,0
鮑爾,0
鴻海,0
鴻海黃,0
麥可．萊特,0
麥尤恩,0
麥科瑪,0
黃,0
黃上修,1
黃世銘,1
黃丹怡,1
黃之鋒,1
黃仁標,1
黃俊傑,1
黃哲斌,1
黃國寧,1
黃士翔,1
黃婉偵,1
黃安捷,1
黃崇哲,1
黃建勳,1
黃彥菁,1
黃惠蘭,1
黃捷,0
黃文星,1
黃昇勇,1
黃景瑜,1
黃曉莉,1
黃淑芬,1
黃澤民,1
黃瀞瑩,1
黃炳鈞,1
黃男,0
黃真真,0
黃美秀,1
黃翁,0
黃翁如,1
黃舒湄,1
黃薪哲,1
黃越宏,1
黃郁庭,1
黃金典,1
黃錦燕,1
黎奕彬,1
黎智英,1
默克爾,1
龔明鑫,1
，川普,0
，文在寅,0
，林,0
，江,0
，長榮,1
